6,225;-175,2;220,0
6,259;-175,9;228,9
6,292;-176,1;238,0
6,325;-175,8;247,1
6,358;-175,0;255,8
6,392;-173,7;264,9
6,425;-172,0;274,1
6,458;-169,8;282,8
6,492;-167,2;291,6
6,525;-164,3;300,1
6,558;-160,9;308,4
6,591;-156,8;316,8
6,625;-152,4;324,8
6,658;-147,8;332,5
6,691;-142,6;340,0
6,725;-137,0;347,2
6,758;-131,2;354,3
6,791;-124,6;361,2
6,824;-116,8;368,2
6,858;-109,7;374,4
6,891;-101,2;380,6
6,924;-93,54;385,7
6,958;-85,12;390,5
6,991;-76,21;395,1
7,024;-67,43;398,9
7,057;-58,54;402,1
7,091;-49,12;404,9
7,124;-39,57;407,3
7,157;-29,74;409,2
7,191;-19,86;410,4
7,224;-10,07;411,0
7,257;-0,434;411,1
7,290;9,565;410,8
7,324;19,29;409,8
7,357;29,07;408,2
7,390;38,82;406,3
7,424;48,23;403,5
7,457;57,45;400,3
7,490;66,70;396,6
7,524;75,55;392,5
7,557;83,91;387,8
7,590;92,36;382,4
7,623;100,1;376,8
7,657;107,6;370,9
7,690;115,0;364,3
7,723;121,8;357,6
7,757;128,2;350,4
7,790;134,2;343,0
7,823;139,7;335,2
7,856;144,6;327,5
7,890;149,1;319,3
7,923;153,2;311,0
7,956;156,8;302,6
7,990;159,8;294,0
8,023;162,4;285,2
8,056;164,7;276,4
8,089;166,6;267,7
8,123;167,9;258,6
8,156;168,7;249,6
8,189;169,2;241,0
8,223;169,0;232,3
8,256;168,6;223,4
8,289;167,7;214,9
8,322;166,2;206,3
8,356;164,4;197,7
8,389;162,1;189,5
8,422;159,5;181,2
8,456;156,4;172,9
8,489;152,9;164,6
8,522;148,8;156,4
8,556;144,6;149,0
8,589;144,4;147,9
8,622;144,5;148,7
8,655;144,4;149,7
8,689;144,7;149,8
8,722;144,5;149,0
8,755;144,4;148,8
8,789;144,3;149,1
8,822;144,4;149,0
8,855;144,5;148,9
8,888;144,4;148,9
8,922;144,4;148,9
8,955;144,4;148,9
8,988;144,4;148,8
9,022;144,4;148,9
9,055;144,4;148,9
9,088;144,5;148,9
9,121;144,4;148,9
9,155;144,4;148,9
9,188;144,4;148,9
9,221;144,4;148,8
9,255;144,4;148,8
9,288;144,4;148,9
9,321;144,4;148,9
9,354;144,4;148,9

